_id,license_number,license_type_name,naics_code,business_name,license_state,initial_issue_date,most_recent_issue_date,effective_date,expiration_date
597,BL000081,General Contractor,236220,"Mariani & Richards, Inc.",Expired,2011-04-13T14:25:31,2018-10-01T14:07:07,2018-10-01T14:07:07,2019-10-01T14:07:07
598,BL000560,General Contractor,236220,Frank Quinn Construction Corporation,Expired,2016-05-20T12:51:10,2017-01-27T12:09:42,2017-01-27T12:09:42,2018-01-27T12:09:42
599,BL000531,General Contractor,236220,"BULLDOG GARAGE BUILDERS, LLC",Expired,2011-07-13T08:23:14,2017-06-07T15:28:04,2017-06-07T15:28:04,2018-06-07T15:28:04
600,BL000541,General Contractor,236220,Kress Brothers Builders Inc / Kress Restoration,Expired,2012-04-20T11:01:46,2018-08-21T10:24:42,2018-08-21T10:24:42,2019-08-21T10:24:42
601,BL000172,General Contractor,236220,SANTO CONSTRUCTION,Expired,2015-02-04T14:24:45,2015-02-04T14:33:35,2015-02-04T14:33:35,2016-02-04T14:33:35
602,BL000562,General Contractor,236220,ZWERGEL GENERAL CONTRACTOR INC,Expired,2011-05-09T11:54:21,2016-06-01T10:49:24,2016-06-01T10:49:24,2017-06-01T10:49:24
603,BL000202,General Contractor,236220,Massaro Corporation,Active,2012-01-18T09:01:35,2024-11-22T00:00:00,2024-12-27T00:00:00,2025-12-26T00:00:00
604,BL000601,General Contractor,236220,Thompson Electrical Construction,Active,2012-07-25T10:34:17,2024-07-18T00:00:00,2024-07-07T00:00:00,2025-07-06T00:00:00
605,BL000656,General Contractor,236220,DAVID SERKOCH REMODELING INC,Expired,2015-01-07T11:34:23,2012-06-04T11:47:38,2012-06-04T11:47:38,2013-06-04T11:47:38
606,BL000659,General Contractor,236220,BETHLEHEM WIRE & FENCE,Expired,2015-01-07T11:34:24,2012-06-05T14:03:47,2012-06-05T14:03:47,2013-06-05T14:03:47
607,BL001000,General Contractor,236220,Sunrise Commercial Contracting Inc,Expired,2015-01-07T11:34:27,2013-10-17T15:25:58,2013-10-17T15:25:58,2014-10-17T15:25:58
608,BL001004,General Contractor,236220,Emmocon Corporation,Expired,2011-06-08T10:37:09,2017-05-10T13:53:54,2017-05-10T13:53:54,2018-05-10T13:53:54
609,BL000989,General Contractor,236220,Graciano Corporation,Expired,2011-08-08T09:32:34,2024-02-13T00:00:00,2024-02-16T00:00:00,2025-02-15T00:00:00
610,BL000605,General Contractor,236220,LONDONBURY HOMES INC,Expired,2016-11-17T10:15:36,2016-11-17T10:14:38,2016-11-17T10:14:38,2017-11-17T10:14:38
611,BL000001,General Contractor,236220,"Rycon Construction, Inc",Active,2012-01-31T11:07:44,2025-01-06T00:00:00,2025-01-05T00:00:00,2026-01-04T00:00:00
612,BL001035,General Contractor,236220,GENERAL INDUSTRIES,Expired,2016-03-10T10:02:06,2016-03-10T10:03:42,2016-03-10T10:03:42,2017-03-10T10:03:42
613,BL001025,General Contractor,236220,Liokareas Construction Company Inc,Active,2011-09-02T10:54:58,2024-07-24T00:00:00,2024-07-24T00:00:00,2025-07-23T00:00:00
614,BL001078,General Contractor,236220,BELLISARIO'S ENTERPRISES INC,Expired,2015-01-14T12:47:17,2014-08-05T12:16:47,2014-08-05T12:16:47,2015-08-05T12:16:47
615,BL001142,General Contractor,236220,MODANY FALCONE INC,Expired,2015-01-07T11:34:09,2013-05-10T13:43:04,2013-05-10T13:43:04,2014-05-10T13:43:04
616,BL001459,General Contractor,236220,CONSOLO COMPANY INC,Expired,2015-01-07T11:34:19,2012-04-03T12:22:26,2012-04-03T12:22:26,2013-04-03T12:22:26
617,BL001479,General Contractor,236220,"REAL ESTATE ENTERPRISES.COM, INC",Expired,2014-07-09T13:57:34,2017-06-08T12:40:04,2017-06-08T12:40:04,2018-06-08T12:40:04
618,BL001507,General Contractor,236220,JOSEPH R WAGNER GROUP,Expired,2016-07-26T14:18:41,2016-07-26T14:17:48,2016-07-26T14:17:48,2017-07-26T14:17:48
619,BL001182,General Contractor,236220,Zeus Construction Co Inc,Active,2011-08-25T09:43:06,2025-01-07T00:00:00,2025-02-13T00:00:00,2026-02-12T00:00:00
620,BL001221,General Contractor,236220,"Bahr Brothers, LLC",Expired,2015-10-15T12:18:49,2015-10-15T12:11:59,2015-10-15T12:11:59,2016-10-15T12:11:59
621,BL000061,General Contractor,236220,CATRANEL STEVE CONST,Expired,2012-01-31T12:03:41,2016-03-21T12:08:46,2016-03-21T12:08:46,2017-03-21T12:08:46
622,BL001315,General Contractor,236220,South Side Plumbing & Heating Inc,Expired,2015-01-07T11:34:56,2013-08-14T12:16:11,2013-08-14T12:16:11,2014-08-14T12:16:11
623,BL001322,General Contractor,236220,The Wedgewood Group,Expired,2011-09-06T09:16:05,2022-03-02T00:00:00,2022-04-05T00:00:00,2023-04-04T00:00:00
624,BL001358,General Contractor,236220,Gurtner Construction,Active,2015-08-25T15:04:21,2024-06-18T00:00:00,2024-05-16T00:00:00,2025-05-15T00:00:00
625,BL001302,General Contractor,236220,"Summit Fire & Security, LLC",Active,2011-02-18T14:58:44,2024-12-08T00:00:00,2025-01-03T00:00:00,2026-01-02T00:00:00
626,BL001379,General Contractor,236220,KEN'S HOME REMODELING,Expired,2015-01-07T11:34:14,2012-02-03T11:39:51,2012-02-03T11:39:51,2013-02-03T11:39:51
627,BL001691,General Contractor,236220,THE PTTSBURGH PIRATES INC,Expired,2014-03-11T12:15:02,2016-12-19T13:16:41,2016-12-19T13:16:41,2017-12-19T13:16:41
628,BL000705,General Contractor,236220,CHUBA HEATING & REMODELING INC,Expired,2015-09-15T10:35:57,2019-09-25T00:00:00,2019-09-22T11:36:23,2020-09-21T00:00:00
629,BL001554,General Contractor,236220,LEHEW HOME IMPROVEMENTS,Expired,2015-01-07T11:34:44,2012-02-02T12:45:13,2012-02-02T12:45:13,2013-02-02T12:45:13
630,BL001610,General Contractor,236220,CANDEY DEVELOPMENT,Expired,2016-03-03T11:55:21,2016-03-03T11:55:21,2016-03-03T11:55:21,2017-03-03T11:55:21
631,BL000004,General Contractor,236220,Turner Construction Company,Active,2012-05-18T10:54:46,2024-11-26T00:00:00,2025-01-05T00:00:00,2026-01-04T00:00:00
632,BL000058,General Contractor,236220,DCK NORTH AMERICA LLC,Expired,2011-02-23T09:06:44,2018-02-05T13:31:44,2018-02-05T13:31:44,2019-02-05T13:31:44
633,BL001655,General Contractor,236220,Brnardic Corp,Expired,2016-07-12T12:01:50,2016-07-12T12:00:49,2016-07-12T12:00:49,2017-07-12T12:00:49
634,BL000312,General Contractor,236220,"Fisher Renovation, LLC",Expired,2016-09-16T11:17:23,2017-04-12T10:01:06,2017-04-12T10:01:06,2018-04-12T10:01:06
635,BL000481,General Contractor,236220,ALL PHASE CONSTRUCTION INC,Expired,2015-01-07T11:34:17,2013-08-07T15:28:54,2013-08-07T15:28:54,2014-08-07T15:28:54
636,BL000646,General Contractor,236220,Carpenter Construction Inc,Active,2012-02-03T11:28:59,2025-03-20T00:00:00,2025-03-16T00:00:00,2026-03-15T00:00:00
637,BL001787,General Contractor,236220,"Sota Construction Services, Inc",Active,2012-02-15T09:30:29,2025-02-12T00:00:00,2025-02-15T00:00:00,2026-02-14T00:00:00
638,BL001850,General Contractor,236220,PLANTSCAPE INC,Expired,2015-01-07T11:36:05,2013-02-25T13:25:59,2013-02-25T13:25:59,2014-02-25T13:25:59
639,BL001911,General Contractor,236220,JJ Land Company,Expired,2012-11-21T07:33:46,2018-04-11T11:02:56,2018-04-11T11:02:56,2019-04-11T11:02:56
640,BL003187,General Contractor,236220,The Healey Co Inc,Active,2012-03-20T10:31:44,2024-10-18T00:00:00,2024-11-02T00:00:00,2025-11-01T00:00:00
641,BL003263,General Contractor,236220,NC RESTORATIONS,Expired,2015-01-07T11:35:23,2013-03-06T13:00:18,2013-03-06T13:00:18,2014-03-06T13:00:18
642,BL003196,General Contractor,236220,Steve Reis Construction,Expired,2011-09-02T09:33:11,2018-04-26T10:44:39,2018-04-26T10:44:39,2019-04-26T10:44:39
643,BL003113,General Contractor,236220,HENSEL PHELPS CONSTRUCTION CO.,Expired,2012-01-31T11:22:25,2015-01-08T11:38:44,2015-01-08T11:38:44,2016-01-08T11:38:44
644,BL003125,General Contractor,236220,CSI Construction CO Inc,Expired,2017-01-27T11:39:21,2017-01-27T11:39:58,2017-01-27T11:39:58,2018-01-27T11:39:58
645,BL003004,General Contractor,236220,Ian Dolgocheev,Expired,2012-02-20T08:20:31,2024-03-28T00:00:00,2024-03-29T00:00:00,2025-03-28T00:00:00
646,BL003074,General Contractor,236220,"Mike Mckee Remodeling, Inc.",Expired,2015-01-07T11:35:28,2012-10-11T10:32:26,2012-10-11T10:32:26,2013-10-11T10:32:26
647,BL003139,General Contractor,236220,"WILLIAMS SCOTSMAN,  INC.",Expired,2015-01-07T11:35:33,2013-01-28T11:35:52,2013-01-28T11:35:52,2014-01-28T11:35:52
648,BL005972,General Contractor,236220,SPEANHART CONTRACTING LLC,Expired,2015-05-22T11:25:06,2015-05-22T11:28:57,2015-05-22T11:28:57,2016-05-22T11:28:57
649,BL006040,General Contractor,236220,POHL CONSTRUCTION INC,Expired,2011-09-29T12:28:51,2016-04-12T10:24:22,2016-04-12T10:24:22,2017-04-12T10:24:22
650,BL006044,General Contractor,236220,RE 360 CONSTRUCTION LLC,Expired,2013-01-14T13:53:28,2017-01-11T09:18:58,2017-01-11T09:18:58,2018-01-11T09:18:58
651,BL006055,General Contractor,236220,RESTORATION CONTRACTING SERVICES,Expired,2015-01-07T11:33:38,2013-10-24T10:10:31,2013-10-24T10:10:31,2014-10-24T10:10:31
652,BL006072,General Contractor,236220,"C E DAVIS CONTRACTING, LLC",Expired,2015-01-14T12:47:41,2014-01-30T15:31:32,2014-01-30T15:31:32,2015-01-30T15:31:32
653,BL006057,General Contractor,236220,MILLER CONSTRUCTION AND EXCAVATION,Expired,2011-09-26T09:58:28,2015-05-29T14:48:29,2015-05-29T14:48:29,2016-05-29T14:48:29
654,SN00539,Sign Contractor,238990,ROTHMAN AWNING COMPANY INC,Expired,2015-06-11T16:05:47,2014-08-04T13:55:53,2014-08-04T13:55:53,2015-08-04T13:55:53
655,BL006085,General Contractor,236220,"Windows R Us, LLC",Expired,2013-06-11T09:20:22,2023-04-13T00:00:00,2023-04-12T00:00:00,2024-04-11T00:00:00
656,BL006081,General Contractor,236220,METRO CLASSIC BUILDER INC,Expired,2011-04-25T08:44:38,2016-02-22T08:45:54,2016-02-22T08:45:54,2017-02-22T08:45:54
657,BL006091,General Contractor,236220,"LIBERONI, A. INC",Expired,2015-01-14T12:46:55,2014-04-25T10:28:22,2014-04-25T10:28:22,2015-04-25T10:28:22
658,SN00540,Sign Contractor,238990,Alpha Direct Marketing Inc,Active,2011-03-30T11:38:07,2025-03-07T00:00:00,2025-04-11T00:00:00,2026-04-10T00:00:00
659,BL006101,General Contractor,236220,SP CONSTRUCTION,Expired,2015-01-07T11:35:26,2013-05-23T09:37:46,2013-05-23T09:37:46,2014-05-23T09:37:46
660,BL006118,General Contractor,236220,C.B.F. CONTRACTING INC,Expired,2015-01-07T11:35:02,2013-02-27T15:13:20,2013-02-27T15:13:20,2014-02-27T15:13:20
661,BL006111,General Contractor,236220,"Open Hand Ministries, Inc.",Expired,2015-01-07T11:35:13,2013-02-15T08:53:13,2013-02-15T08:53:13,2014-02-15T08:53:13
662,BL006105,General Contractor,236220,Dick Building Company LLC,Active,2011-04-07T15:13:38,2024-04-16T00:00:00,2024-04-26T00:00:00,2025-04-25T00:00:00
663,BL006114,General Contractor,236220,Allen Demolition Co LLC,Expired,2011-02-15T14:11:21,2019-01-29T00:00:00,2019-02-15T10:45:17,2020-02-14T00:00:00
664,BL006148,General Contractor,236220,Murray Costello Construction Inc,Expired,2015-01-14T12:48:18,2014-01-15T09:44:06,2014-01-15T09:44:06,2015-01-15T09:44:06
665,BL006129,General Contractor,236220,Sheffield Fire & Safety Co,Expired,2012-03-07T12:10:45,2017-09-19T13:31:54,2017-09-19T13:31:54,2018-09-19T13:31:54
666,BL006168,General Contractor,236220,VHI DBA VASILIOS HOME IMPROVEMENT,Expired,2015-01-14T12:45:41,2014-09-19T11:34:28,2014-09-19T11:34:28,2015-09-19T11:34:28
667,BL006181,General Contractor,236220,TK Elevator Corporation,Expired,2012-05-17T09:48:19,2017-10-11T08:09:13,2017-10-11T08:09:13,2018-10-11T08:09:13
668,BL006141,General Contractor,236220,ReConstruction Company of Pittsburgh LLC,Expired,2015-01-07T11:33:40,2013-06-12T13:08:09,2013-06-12T13:08:09,2014-06-12T13:08:09
669,BL006158,General Contractor,236220,JAY LLC,Expired,2015-01-07T11:35:15,2011-12-09T14:45:32,2011-12-09T14:45:32,2012-12-09T14:45:32
670,BL006138,General Contractor,236220,"Paramount Contract Services, LLC",Active,2011-08-30T11:50:27,2024-08-21T00:00:00,2024-08-07T00:00:00,2025-08-06T00:00:00
671,BL006152,General Contractor,236220,"A. Allen Adams Contracting, LLC",Expired,2011-03-01T13:55:47,2016-08-05T13:32:20,2016-08-05T13:32:20,2017-08-05T13:32:20
672,BL006234,General Contractor,236220,REPAIR REMODEL & MAINTAIN,Expired,2015-01-07T11:35:16,2013-06-28T14:17:33,2013-06-28T14:17:33,2014-06-28T14:17:33
673,BL006191,General Contractor,236220,DANIEL B EABY,Expired,2017-03-01T11:51:18,2017-03-01T11:50:32,2017-03-01T11:50:32,2018-03-01T11:50:32
674,BL002639,General Contractor,236220,LENGYEL CONSTRUCTION CO INC,Expired,2015-01-14T12:47:26,2014-11-03T13:35:56,2014-11-03T13:35:56,2015-11-03T13:35:56
675,BL002580,General Contractor,236220,"Lone Pine Construction, Inc.",Expired,2015-01-14T12:44:43,2014-12-16T13:31:21,2014-12-16T13:31:21,2015-12-16T13:31:21
676,BL002649,General Contractor,236220,Franjo Construction Corporation,Active,2011-09-13T15:34:45,2024-08-02T00:00:00,2024-08-09T00:00:00,2025-08-08T00:00:00
677,BL002616,General Contractor,236220,"Cruze Construction, LLC",Expired,2014-03-05T10:52:50,2021-02-05T00:00:00,2021-02-01T00:00:00,2022-01-31T00:00:00
678,BL002389,General Contractor,236220,PITELL CONTRACTING,Expired,2016-11-21T12:32:47,2016-11-21T12:32:46,2016-11-21T12:32:46,2017-11-21T12:32:46
679,BL002396,General Contractor,236220,Kuntz Construction,Expired,2015-05-11T10:27:24,2015-05-11T10:29:47,2015-05-11T10:29:47,2016-05-11T10:29:47
680,BL002559,General Contractor,236220,TABUSO PLUMBING & REMODELING,Expired,2015-01-07T11:34:55,2012-07-11T11:50:13,2012-07-11T11:50:13,2013-07-11T11:50:13
681,BL002561,General Contractor,236220,CAMPBELL CONSTRUCTION CO,Expired,2015-01-14T12:48:07,2014-06-10T11:52:44,2014-06-10T11:52:44,2015-06-10T11:52:44
682,BL002419,General Contractor,236220,"Carl Walker Construction, Inc",Expired,2012-01-17T14:29:18,2019-11-19T00:00:00,2019-12-29T00:00:00,2020-12-28T00:00:00
683,BL002428,General Contractor,236220,TONY PERRI CONTRACTING,Expired,2015-01-07T11:33:47,2013-06-12T15:13:43,2013-06-12T15:13:43,2014-06-12T15:13:43
684,BL002448,General Contractor,236220,Keystone Metals Inc,Expired,2015-03-04T12:00:46,2015-03-04T12:01:17,2015-03-04T12:01:17,2016-03-04T12:01:17
685,BL002463,General Contractor,236220,Janney Construction Company,Expired,2015-09-14T11:30:14,2017-08-08T08:10:39,2017-08-08T08:10:39,2018-08-08T08:10:39
686,BL002474,General Contractor,236220,DAVID LANGER,Expired,2015-01-14T12:48:03,2014-06-27T12:44:03,2014-06-27T12:44:03,2015-06-27T12:44:03
687,BL002489,General Contractor,236220,Aven Fire Systems ,Expired,2012-07-17T10:59:21,2017-10-23T08:14:22,2017-10-23T08:14:22,2018-10-23T08:14:22
688,BL002495,General Contractor,236220,KIMICATA BROS INC,Expired,2015-10-09T13:49:18,2015-10-09T13:51:36,2015-10-09T13:51:36,2016-10-09T13:51:36
689,BL002434,General Contractor,236220,Dale E. Csonka Heating & Air Cond Inc,Expired,2015-01-07T11:35:40,2013-05-14T13:26:14,2013-05-14T13:26:14,2014-05-14T13:26:14
690,BL002598,General Contractor,236220,Alliance Fire Systems Inc,Expired,2011-08-29T14:42:01,2018-05-29T14:23:23,2018-05-29T14:23:23,2019-05-29T14:23:23
691,SN00392,Sign Contractor,238990,ADVISION SIGNS INC,Expired,2015-06-11T16:05:45,2014-05-27T15:04:09,2014-05-27T15:04:09,2015-05-27T15:04:09
692,BL002029,General Contractor,236220,RITENOUR & SONS,Expired,2014-06-23T10:14:32,2017-12-12T10:55:50,2017-12-12T10:55:50,2018-12-12T10:55:50
693,BL002166,General Contractor,236220,Schiavo & Son General Contractors,Expired,2015-01-07T11:33:34,2013-06-13T09:51:46,2013-06-13T09:51:46,2014-06-13T09:51:46
694,BL006206,General Contractor,236220,"Kokosing Industrial, Inc",Expired,2015-01-07T11:35:17,2013-01-30T14:09:42,2013-01-30T14:09:42,2014-01-30T14:09:42
695,BL006211,General Contractor,236220,NGUYEN CONSTRUCTION,Expired,2011-05-23T13:38:18,2016-01-19T13:12:02,2016-01-19T13:12:02,2017-01-19T13:12:02
696,BL006214,General Contractor,236220,SME REAL ESTATE LLC,Expired,2015-01-14T12:44:57,2014-03-25T14:41:32,2014-03-25T14:41:32,2015-03-25T14:41:32
697,BL006315,General Contractor,236220,"Energy Independent Solutions,LLC",Active,2011-06-23T11:05:23,2025-01-16T00:00:00,2024-12-29T00:00:00,2025-12-28T00:00:00
698,BL006270,General Contractor,236220,Allegheny Construction Mgmt,Expired,2011-07-22T12:28:15,2016-03-21T15:05:29,2016-03-21T15:05:29,2017-03-21T15:05:29
699,BL006267,General Contractor,236220,national united electrical corporation,Expired,2015-01-14T12:47:42,2014-02-12T10:10:57,2014-02-12T10:10:57,2015-02-12T10:10:57
700,BL006298,General Contractor,236220,BC HAMMER CONSTRUCTION,Expired,2015-01-07T11:35:18,2012-07-16T14:57:50,2012-07-16T14:57:50,2013-07-16T14:57:50
701,BL006312,General Contractor,236220,Lotz Fire Protection Corp,Expired,2012-02-27T11:52:50,2018-07-19T10:41:03,2018-07-19T10:41:03,2019-07-19T10:41:03
702,BL006302,General Contractor,236220,CAMACHO ENTERPRISES INC,Expired,2015-01-14T12:45:11,2014-03-07T11:23:24,2014-03-07T11:23:24,2015-03-07T11:23:24
703,SN00278,Sign Contractor,238990,Sargent Electric Co,Expired,2015-06-11T16:05:48,2014-08-02T12:24:52,2014-08-02T12:24:52,2015-08-02T12:24:52
704,BL002737,General Contractor,236220,Ken Reilly Contracting,Expired,2012-01-12T12:16:28,2017-05-02T10:28:04,2017-05-02T10:28:04,2018-05-02T10:28:04
705,BL002058,General Contractor,236220,JALAR CONSTRUCTION LLC,Expired,2015-01-07T11:35:31,2013-07-24T11:10:42,2013-07-24T11:10:42,2014-07-24T11:10:42
706,BL002138,General Contractor,236220,Thorp Construction,Expired,2015-03-19T12:46:28,2015-03-19T12:50:53,2015-03-19T12:50:53,2016-03-19T12:50:53
707,BL002075,General Contractor,236220,SAILOR EXCAVATION & PAVING,Expired,2016-05-26T10:46:32,2013-11-27T11:15:10,2013-11-27T11:15:10,2014-11-27T11:15:10
708,BL002105,General Contractor,236220,Tennis Roofing & Asphalt Inc,Active,2011-03-07T09:53:17,2025-02-04T00:00:00,2025-02-03T00:00:00,2026-02-02T00:00:00
709,BL002236,General Contractor,236220,MINCIN CONTRACTING,Expired,2015-01-07T11:35:09,2013-04-03T13:20:43,2013-04-03T13:20:43,2014-04-03T13:20:43
710,BL002282,General Contractor,236220,"Co. Stock Construction Services, Inc.",Expired,2015-01-07T11:33:55,2012-02-13T10:43:33,2012-02-13T10:43:33,2013-02-13T10:43:33
711,BL002320,General Contractor,236220,Sciarretti Site Development & Paving Co. Inc.,Expired,2015-05-14T15:07:24,2015-05-14T15:09:17,2015-05-14T15:09:17,2016-05-14T15:09:17
712,BL001085,General Contractor,236220,INTERSTATE CONSTRUCTION INC,Expired,2015-01-07T11:33:30,2012-02-14T14:01:46,2012-02-14T14:01:46,2013-02-14T14:01:46
713,BL001972,General Contractor,236220,"Franklin West, Inc.",Expired,2012-03-06T14:13:03,2015-01-07T12:46:04,2015-01-07T12:46:04,2016-01-07T12:46:04
714,BL001981,General Contractor,236220,D.C. Mullins Construction,Expired,2013-11-22T09:23:20,2017-10-02T09:56:12,2017-10-02T09:56:12,2018-10-02T09:56:12
715,BL002148,General Contractor,236220,"Guardian Construction Management Services, Inc.",Active,2012-04-19T14:30:46,2024-12-07T00:00:00,2025-01-18T00:00:00,2026-01-17T00:00:00
716,BL001992,General Contractor,236220,"Rectenwald Brothers Construction, Inc",Active,2013-01-28T15:29:03,2024-04-16T00:00:00,2024-04-20T00:00:00,2025-04-19T00:00:00
717,BL001993,General Contractor,236220,MCELROY WALTER PAINTING,Expired,2018-09-26T07:42:42,2018-09-26T07:42:41,2018-09-26T07:42:41,2019-09-26T07:42:41
718,BL002279,General Contractor,236220,MKS Services Inc./1951 Lincoln Hwy Assoc.,Expired,2015-01-14T12:47:45,2014-07-07T11:11:30,2014-07-07T11:11:30,2015-07-07T11:11:30
719,BL002327,General Contractor,236220,J Poli Inc,Active,2013-01-03T10:39:06,2024-04-04T00:00:00,2024-05-18T00:00:00,2025-05-17T00:00:00
720,BL002334,General Contractor,236220,"Likar Roofing Co., Inc.",Expired,2015-01-07T11:34:58,2012-05-18T12:04:05,2012-05-18T12:04:05,2013-05-18T12:04:05
721,BL002366,General Contractor,236220,Wilson Restoration Inc,Active,2012-05-17T11:00:55,2025-03-21T00:00:00,2025-04-13T00:00:00,2026-04-12T00:00:00
722,SN00395,Sign Contractor,238990,"Graphics 22 Signs, Inc.",Active,2011-03-30T11:38:11,2024-05-31T00:00:00,2024-06-23T00:00:00,2025-06-22T00:00:00
723,SN00400,Sign Contractor,238990,Able Industries Inc.,Active,2011-03-30T11:38:12,2025-03-06T00:00:00,2025-04-12T00:00:00,2026-04-11T00:00:00
724,SN00407,Sign Contractor,238990,ARCHER SIGN CORPORATION,Expired,2015-06-11T16:05:29,2014-06-16T15:23:39,2014-06-16T15:23:39,2015-06-16T15:23:39
725,BL002764,General Contractor,236220,"K.J. Johnston, Limited",Active,2012-06-15T11:49:07,2025-01-28T00:00:00,2025-01-18T00:00:00,2026-01-17T00:00:00
726,BL002775,General Contractor,236220,Lutz Briggs Schultz & Assoc Inc,Active,2012-02-22T09:39:51,2025-02-04T00:00:00,2025-01-23T00:00:00,2026-01-22T00:00:00
727,BL002787,General Contractor,236220,Enviro Tech USA,Expired,2015-06-04T14:35:01,2015-06-04T14:31:45,2015-06-04T14:31:45,2016-06-04T14:31:45
728,BL002723,General Contractor,236220,"Fire Fighter Sales and Service Co., Inc.",Expired,2011-05-12T12:46:46,2018-02-01T09:52:27,2018-02-01T09:52:27,2019-02-01T09:52:27
729,BL002755,General Contractor,236220,HAMMER CONSTRUCTION,Expired,2013-06-24T09:17:07,2015-04-09T09:59:38,2015-04-09T09:59:38,2016-04-09T09:59:38
730,BL002897,General Contractor,236220,"Hoolahan Roofing & Remodeling Co., Inc.",Expired,2012-11-01T11:59:17,2017-05-02T12:35:53,2017-05-02T12:35:53,2018-05-02T12:35:53
731,BL002833-02,General Contractor,236220,KEARNEY CONTRACTING INC,Expired,2015-10-15T14:31:36,2015-10-15T14:32:45,2015-10-15T14:32:45,2016-10-15T14:32:45
732,BL002842,General Contractor,236220,JAMES R DUGAN CONSTRUCTION,Expired,2015-01-07T11:35:54,2012-05-17T08:54:06,2012-05-17T08:54:06,2013-05-17T08:54:06
733,BL002873-02,General Contractor,236220,PITTSBURGH BUILDING CO,Expired,2017-05-04T09:57:06,2017-05-04T09:57:06,2017-05-04T09:57:06,2018-05-04T09:57:06
734,BL002929,General Contractor,236220,Sargent Electric Co,Active,2011-02-21T09:45:40,2024-04-19T00:00:00,2024-05-26T00:00:00,2025-05-25T00:00:00
735,BL002941-02,General Contractor,236220,ELLIS CONSTRUCTION,Expired,2018-06-11T09:54:00,2018-06-11T09:53:59,2018-06-11T09:53:59,2019-06-11T09:53:59
736,BL002958,General Contractor,236220,MASCO CONSTRUCTION,Expired,2015-10-22T10:03:08,2015-10-22T10:01:25,2015-10-22T10:01:25,2016-10-22T10:01:25
737,BL002962,General Contractor,236220,"Chemical Separation Technology, Inc.",Expired,2011-02-16T14:08:02,2017-04-24T10:54:47,2017-04-24T10:54:47,2018-04-24T10:54:47
738,BL002972,General Contractor,236220,Newbury Development Corp.,Expired,2014-02-28T14:59:18,2017-11-01T12:28:47,2017-11-01T12:28:47,2018-11-01T12:28:47
739,BL002948,General Contractor,236220,GENERAL CONTRACTING SERVICES,Expired,2015-01-07T11:35:31,2013-05-10T15:15:13,2013-05-10T15:15:13,2014-05-10T15:15:13
740,BL003255,General Contractor,236220,"Premier Patio Rooms, Inc",Expired,2015-05-11T09:24:05,2015-05-11T09:22:58,2015-05-11T09:22:58,2016-05-11T09:22:58
741,BL003094,General Contractor,236220,"BRETTSCHNEIDER, MARK",Expired,2015-12-11T09:47:48,2015-12-11T09:22:46,2015-12-11T09:22:46,2016-12-11T09:22:46
742,BL003235,General Contractor,236220,"MWA Acquisition, LLC",Expired,2015-01-14T12:45:04,2014-04-08T11:15:41,2014-04-08T11:15:41,2015-04-08T11:15:41
743,BL003162-02,General Contractor,236220,SCHEIDER PLUMBING CONTRACTING LLC,Expired,2016-08-16T15:09:43,2016-08-16T15:11:11,2016-08-16T15:11:11,2017-08-16T15:11:11
744,BL003076,General Contractor,236220,Alan Construction LLC,Expired,2015-01-07T11:33:31,2013-11-13T15:21:59,2013-11-13T15:21:59,2014-11-13T15:21:59
745,BL003134,General Contractor,236220,FORBES MANAGEMENT LLC,Expired,2014-01-15T11:50:38,2016-12-23T10:02:35,2016-12-23T10:02:35,2017-12-23T10:02:35
746,BL006367,General Contractor,236220,"Continental Construction & Demolition, LLC",Expired,2011-02-23T13:27:45,2019-04-03T00:00:00,2019-03-08T10:39:02,2020-03-07T00:00:00
747,SN00394,Sign Contractor,238990,Rocconic Corp.,Active,2011-05-18T11:42:54,2025-02-28T00:00:00,2025-03-24T00:00:00,2026-03-23T00:00:00
748,BL002635,General Contractor,236220,Reber Masonry & Restoration LLC,Expired,2015-01-16T10:56:21,2016-08-03T11:50:20,2016-08-03T11:50:20,2017-08-03T11:50:20
749,BL002603,General Contractor,236220,"Dakis Construction, Inc.",Expired,2015-01-07T11:35:54,2013-06-17T10:48:03,2013-06-17T10:48:03,2014-06-17T10:48:03
750,BL002590,General Contractor,236220,BEAR CONSTRUCTION INC.,Expired,2015-01-07T11:33:48,2013-05-30T17:08:49,2013-05-30T17:08:49,2014-05-30T17:08:49
751,BL002389-02,General Contractor,236220,PITELL CONTRACTING,Expired,2016-11-21T12:32:47,2016-11-21T12:32:46,2016-11-21T12:32:46,2017-11-21T12:32:46
752,BL002166-02,General Contractor,236220,Schiavo & Son General Contractors,Expired,2015-01-07T11:33:34,2013-06-13T09:51:46,2013-06-13T09:51:46,2014-06-13T09:51:46
753,BL002181,General Contractor,236220,G CORP,Expired,2012-01-30T10:44:22,2016-07-22T08:25:41,2016-07-22T08:25:41,2017-07-22T08:25:41
754,BL002400,General Contractor,236220,WHM COMPANY INC,Expired,2014-12-26T09:53:56,2018-04-16T12:37:20,2018-04-16T12:37:20,2019-04-16T12:37:20
755,BL002557,General Contractor,236220,Plavchak Construction Co Inc,Active,2011-09-28T13:47:27,2025-02-04T00:00:00,2025-02-02T00:00:00,2026-02-01T00:00:00
756,BL002505,General Contractor,236220,Mr. Fix-It-All,Expired,2012-04-30T14:44:28,2016-08-08T14:12:45,2016-08-08T14:12:45,2017-08-08T14:12:45
